date,indicator,value,entity
2021-04-18,Daily hospital occupancy,47.0,Northern Ireland
2021-04-19,Daily hospital occupancy,47.0,Northern Ireland
2021-04-20,Daily hospital occupancy,42.0,Northern Ireland
2021-04-21,Daily hospital occupancy,48.0,Northern Ireland
2021-04-22,Daily hospital occupancy,46.0,Northern Ireland
2021-04-23,Daily hospital occupancy,49.0,Northern Ireland
2021-04-24,Daily hospital occupancy,53.0,Northern Ireland
2021-04-25,Daily hospital occupancy,52.0,Northern Ireland
2021-04-26,Daily hospital occupancy,48.0,Northern Ireland
2021-04-27,Daily hospital occupancy,47.0,Northern Ireland
2021-04-28,Daily hospital occupancy,50.0,Northern Ireland
2021-04-29,Daily hospital occupancy,50.0,Northern Ireland
2021-04-30,Daily hospital occupancy,54.0,Northern Ireland
2021-05-01,Daily hospital occupancy,54.0,Northern Ireland
2021-05-02,Daily hospital occupancy,53.0,Northern Ireland
2021-05-03,Daily hospital occupancy,58.0,Northern Ireland
2021-05-04,Daily hospital occupancy,58.0,Northern Ireland
2021-05-05,Daily hospital occupancy,58.0,Northern Ireland
2021-05-06,Daily hospital occupancy,53.0,Northern Ireland
2021-05-07,Daily hospital occupancy,47.0,Northern Ireland
2021-05-08,Daily hospital occupancy,46.0,Northern Ireland
2021-05-09,Daily hospital occupancy,48.0,Northern Ireland
2021-05-10,Daily hospital occupancy,47.0,Northern Ireland
2021-05-11,Daily hospital occupancy,43.0,Northern Ireland
2021-05-12,Daily hospital occupancy,38.0,Northern Ireland
2021-05-13,Daily hospital occupancy,38.0,Northern Ireland
2021-05-14,Daily hospital occupancy,36.0,Northern Ireland
2021-05-15,Daily hospital occupancy,35.0,Northern Ireland
2021-05-16,Daily hospital occupancy,32.0,Northern Ireland
2021-05-17,Daily hospital occupancy,33.0,Northern Ireland
2021-05-18,Daily hospital occupancy,31.0,Northern Ireland
2021-05-19,Daily hospital occupancy,32.0,Northern Ireland
2021-05-20,Daily hospital occupancy,29.0,Northern Ireland
2021-05-21,Daily hospital occupancy,27.0,Northern Ireland
2021-05-22,Daily hospital occupancy,30.0,Northern Ireland
2021-05-23,Daily hospital occupancy,29.0,Northern Ireland
2021-05-24,Daily hospital occupancy,30.0,Northern Ireland
2021-05-25,Daily hospital occupancy,29.0,Northern Ireland
2021-05-26,Daily hospital occupancy,27.0,Northern Ireland
2021-05-27,Daily hospital occupancy,25.0,Northern Ireland
2021-05-28,Daily hospital occupancy,25.0,Northern Ireland
2021-05-29,Daily hospital occupancy,25.0,Northern Ireland
2021-05-30,Daily hospital occupancy,25.0,Northern Ireland
2021-05-31,Daily hospital occupancy,21.0,Northern Ireland
2021-06-01,Daily hospital occupancy,21.0,Northern Ireland
2021-06-02,Daily hospital occupancy,20.0,Northern Ireland
2021-06-03,Daily hospital occupancy,20.0,Northern Ireland
2021-06-04,Daily hospital occupancy,18.0,Northern Ireland
2021-06-05,Daily hospital occupancy,18.0,Northern Ireland
2021-06-06,Daily hospital occupancy,19.0,Northern Ireland
2021-06-07,Daily hospital occupancy,20.0,Northern Ireland
2021-06-08,Daily hospital occupancy,22.0,Northern Ireland
2021-06-09,Daily hospital occupancy,21.0,Northern Ireland
2021-06-10,Daily hospital occupancy,21.0,Northern Ireland
2021-06-11,Daily hospital occupancy,22.0,Northern Ireland
2021-06-12,Daily hospital occupancy,19.0,Northern Ireland
2021-06-13,Daily hospital occupancy,18.0,Northern Ireland
2021-06-14,Daily hospital occupancy,18.0,Northern Ireland
2021-06-15,Daily hospital occupancy,19.0,Northern Ireland
2021-06-16,Daily hospital occupancy,20.0,Northern Ireland
